"Campaign_ID","Company","Campaign_Type","Target_Audience","Duration","Channel_Used","Conversion_Rate","Acquisition_Cost","ROI","Location","Language","Clicks","Impressions","Engagement_Score","Customer_Segment","Date"
909,NexGen Systems,Email,Men 25-34,"45 days",Instagram,0.12,"$19,772.00",3.13,Los Angeles,French,390,6425,5,Fashionistas,2021-06-28
910,Alpha Innovations,Social Media,All Ages,"15 days",Facebook,0.02,"$7,441.00",7.95,Los Angeles,English,115,6606,7,Foodies,2021-06-29
911,DataTech Solutions,Display,Men 25-34,"15 days",Instagram,0.06,"$9,258.00",7.98,Chicago,English,774,8037,4,Health & Wellness,2021-06-30
912,NexGen Systems,Display,All Ages,"60 days",Facebook,0.09,"$19,266.00",5.32,Chicago,French,249,6219,1,Health & Wellness,2021-07-01
913,NexGen Systems,Search,All Ages,"45 days",Instagram,0.15,"$10,797.00",5.06,New York,German,423,2154,10,Tech Enthusiasts,2021-07-02
914,Alpha Innovations,Influencer,All Ages,"30 days",YouTube,0.04,"$15,949.00",5.87,Chicago,German,607,2857,3,Foodies,2021-07-03
915,TechCorp,Social Media,All Ages,"45 days",YouTube,0.14,"$11,429.00",6.9,Houston,German,976,8707,7,Fashionistas,2021-07-04
916,DataTech Solutions,Influencer,Men 25-34,"60 days",Instagram,0.04,"$8,515.00",2.78,Los Angeles,French,152,6533,10,Health & Wellness,2021-07-05
917,Innovate Industries,Social Media,Men 25-34,"30 days",YouTube,0.1,"$11,022.00",3.11,Los Angeles,Spanish,709,7382,8,Foodies,2021-07-06
918,DataTech Solutions,Email,Women 35-44,"45 days",Website,0.02,"$17,373.00",5.9,New York,Spanish,406,9078,10,Health & Wellness,2021-07-07
919,TechCorp,Display,Men 25-34,"60 days",Google Ads,0.13,"$13,444.00",4.77,Chicago,Mandarin,143,5198,2,Outdoor Adventurers,2021-07-08
920,Alpha Innovations,Social Media,Men 25-34,"60 days",Email,0.11,"$18,267.00",2.71,Miami,Mandarin,713,2781,9,Fashionistas,2021-07-09
921,TechCorp,Influencer,Men 25-34,"45 days",Email,0.05,"$17,185.00",5.0,New York,Mandarin,465,7105,9,Tech Enthusiasts,2021-07-10
922,Innovate Industries,Search,Men 18-24,"45 days",Instagram,0.05,"$6,168.00",7.47,Miami,Mandarin,144,2171,1,Foodies,2021-07-11
923,Alpha Innovations,Display,All Ages,"15 days",YouTube,0.13,"$5,415.00",4.65,New York,Mandarin,624,2430,2,Health & Wellness,2021-07-12
924,Innovate Industries,Email,Men 25-34,"45 days",YouTube,0.04,"$13,580.00",5.41,Houston,Mandarin,614,5273,9,Foodies,2021-07-13
925,Innovate Industries,Social Media,All Ages,"60 days",YouTube,0.09,"$6,258.00",4.01,Chicago,English,879,5281,9,Foodies,2021-07-14
926,DataTech Solutions,Influencer,All Ages,"15 days",Website,0.13,"$17,604.00",5.25,Miami,Mandarin,278,9591,10,Health & Wellness,2021-07-15
927,DataTech Solutions,Social Media,Men 18-24,"30 days",Website,0.03,"$18,699.00",4.33,Houston,Spanish,583,2856,8,Tech Enthusiasts,2021-07-16
928,NexGen Systems,Social Media,Men 25-34,"60 days",YouTube,0.08,"$8,471.00",3.7,Chicago,English,347,2133,8,Foodies,2021-07-17
929,NexGen Systems,Social Media,Women 35-44,"45 days",Instagram,0.03,"$16,294.00",5.41,New York,German,919,8709,2,Foodies,2021-07-18
930,Alpha Innovations,Display,All Ages,"15 days",Website,0.13,"$16,986.00",2.55,New York,Mandarin,908,1968,9,Tech Enthusiasts,2021-07-19
931,Alpha Innovations,Search,Women 35-44,"60 days",YouTube,0.08,"$10,197.00",6.36,Houston,Mandarin,292,6494,4,Outdoor Adventurers,2021-07-20
932,Alpha Innovations,Search,Men 25-34,"15 days",Facebook,0.1,"$9,723.00",3.67,Chicago,German,655,4817,6,Health & Wellness,2021-07-21
933,Innovate Industries,Email,Women 25-34,"60 days",Website,0.01,"$15,592.00",5.83,Chicago,Mandarin,262,2280,9,Health & Wellness,2021-07-22
934,NexGen Systems,Search,Women 35-44,"30 days",Website,0.09,"$8,889.00",4.68,Los Angeles,French,733,5645,7,Foodies,2021-07-23
935,Alpha Innovations,Influencer,Men 18-24,"30 days",Website,0.13,"$8,924.00",4.84,New York,French,831,6917,6,Outdoor Adventurers,2021-07-24
936,Innovate Industries,Display,Men 25-34,"15 days",Google Ads,0.08,"$6,089.00",2.24,Miami,French,690,2976,3,Fashionistas,2021-07-25
937,Innovate Industries,Search,Men 18-24,"45 days",Google Ads,0.15,"$18,187.00",7.57,Los Angeles,Spanish,240,7918,2,Foodies,2021-07-26
938,Alpha Innovations,Email,Men 18-24,"45 days",Facebook,0.02,"$12,416.00",3.07,Chicago,German,547,3996,9,Outdoor Adventurers,2021-07-27
939,NexGen Systems,Influencer,Women 35-44,"15 days",YouTube,0.11,"$6,795.00",5.44,Los Angeles,German,534,6614,1,Tech Enthusiasts,2021-07-28
940,TechCorp,Influencer,Men 25-34,"60 days",Website,0.12,"$18,603.00",6.98,New York,French,740,1181,1,Foodies,2021-07-29
941,Innovate Industries,Social Media,Women 35-44,"45 days",Instagram,0.05,"$12,988.00",6.89,New York,English,198,1415,2,Outdoor Adventurers,2021-07-30
942,Alpha Innovations,Display,Women 25-34,"30 days",Website,0.02,"$8,505.00",5.77,Houston,German,545,9721,2,Tech Enthusiasts,2021-07-31
943,Innovate Industries,Display,All Ages,"15 days",Email,0.15,"$8,623.00",3.09,Los Angeles,Mandarin,397,4772,3,Outdoor Adventurers,2021-08-01
944,NexGen Systems,Display,Women 35-44,"30 days",YouTube,0.11,"$5,699.00",6.41,New York,German,931,9604,9,Fashionistas,2021-08-02
945,DataTech Solutions,Display,Women 35-44,"45 days",Facebook,0.15,"$5,121.00",3.87,Los Angeles,Spanish,702,6887,1,Fashionistas,2021-08-03
946,DataTech Solutions,Influencer,Women 25-34,"45 days",YouTube,0.01,"$5,697.00",6.0,Houston,English,899,5163,2,Health & Wellness,2021-08-04
947,Innovate Industries,Influencer,Men 18-24,"15 days",Website,0.01,"$11,178.00",5.39,Los Angeles,French,328,8632,5,Fashionistas,2021-08-05
948,Alpha Innovations,Search,Women 25-34,"15 days",Instagram,0.06,"$7,000.00",5.9,Miami,German,868,8308,7,Fashionistas,2021-08-06
949,Innovate Industries,Influencer,Men 18-24,"30 days",Email,0.03,"$16,025.00",6.71,Houston,German,398,6013,10,Health & Wellness,2021-08-07
950,NexGen Systems,Social Media,Men 25-34,"45 days",Email,0.05,"$9,139.00",2.13,Miami,German,193,8708,1,Fashionistas,2021-08-08
951,Innovate Industries,Search,All Ages,"15 days",Email,0.04,"$16,839.00",4.72,Houston,Spanish,490,4451,2,Health & Wellness,2021-08-09
952,TechCorp,Search,All Ages,"15 days",Google Ads,0.12,"$18,860.00",5.1,Los Angeles,French,562,7982,8,Fashionistas,2021-08-10
953,TechCorp,Social Media,Men 25-34,"30 days",Email,0.03,"$14,402.00",3.47,Houston,Mandarin,649,6224,9,Fashionistas,2021-08-11
954,DataTech Solutions,Display,Women 35-44,"15 days",Google Ads,0.06,"$17,894.00",4.08,Houston,Mandarin,984,8637,9,Outdoor Adventurers,2021-08-12
955,DataTech Solutions,Display,Women 35-44,"30 days",Email,0.13,"$14,100.00",3.58,New York,Mandarin,436,3635,2,Outdoor Adventurers,2021-08-13
956,Alpha Innovations,Social Media,Men 18-24,"30 days",Facebook,0.07,"$13,112.00",7.42,Los Angeles,Spanish,204,7184,3,Fashionistas,2021-08-14
957,NexGen Systems,Display,Women 25-34,"60 days",Email,0.13,"$15,918.00",5.29,New York,English,723,3125,10,Foodies,2021-08-15
958,Innovate Industries,Influencer,Men 18-24,"30 days",Email,0.01,"$17,455.00",6.33,Los Angeles,German,235,9746,7,Outdoor Adventurers,2021-08-16
959,Alpha Innovations,Display,Women 25-34,"30 days",Instagram,0.01,"$5,106.00",3.27,Miami,Spanish,603,3439,10,Foodies,2021-08-17
960,Innovate Industries,Social Media,Women 35-44,"60 days",Facebook,0.03,"$16,375.00",7.27,Los Angeles,English,351,1101,8,Tech Enthusiasts,2021-08-18
961,Alpha Innovations,Search,All Ages,"60 days",Instagram,0.05,"$10,335.00",3.19,Miami,Spanish,396,7724,5,Tech Enthusiasts,2021-08-19
962,TechCorp,Influencer,All Ages,"45 days",Instagram,0.05,"$19,515.00",2.39,New York,Spanish,128,3767,7,Outdoor Adventurers,2021-08-20
963,DataTech Solutions,Search,Women 35-44,"30 days",Email,0.14,"$17,408.00",4.17,Chicago,Mandarin,665,3617,10,Tech Enthusiasts,2021-08-21
964,NexGen Systems,Email,Men 18-24,"15 days",Google Ads,0.15,"$8,373.00",2.81,Chicago,Spanish,503,7287,5,Outdoor Adventurers,2021-08-22
965,DataTech Solutions,Email,Men 18-24,"45 days",Instagram,0.15,"$18,524.00",2.39,New York,Mandarin,831,8015,10,Outdoor Adventurers,2021-08-23
966,Alpha Innovations,Influencer,Men 18-24,"30 days",Instagram,0.02,"$13,978.00",2.99,Miami,Mandarin,607,3336,5,Outdoor Adventurers,2021-08-24
967,TechCorp,Influencer,Men 25-34,"15 days",Email,0.06,"$5,741.00",4.79,New York,French,382,8295,1,Outdoor Adventurers,2021-08-25
968,NexGen Systems,Search,Women 35-44,"15 days",Email,0.06,"$6,396.00",5.39,New York,Spanish,274,1979,3,Health & Wellness,2021-08-26
969,TechCorp,Search,Women 35-44,"45 days",Website,0.04,"$12,814.00",4.27,Chicago,English,331,2872,3,Tech Enthusiasts,2021-08-27
970,DataTech Solutions,Display,All Ages,"30 days",Instagram,0.04,"$18,274.00",2.18,Miami,English,635,6238,2,Foodies,2021-08-28
971,Innovate Industries,Email,Men 25-34,"45 days",Website,0.05,"$19,721.00",4.99,Los Angeles,English,433,2208,5,Fashionistas,2021-08-29
972,TechCorp,Email,All Ages,"60 days",Google Ads,0.02,"$17,314.00",4.24,Miami,English,842,3939,5,Tech Enthusiasts,2021-08-30
973,Innovate Industries,Influencer,Women 35-44,"45 days",Website,0.02,"$16,570.00",3.1,Houston,Spanish,622,8302,7,Outdoor Adventurers,2021-08-31
974,TechCorp,Social Media,Men 18-24,"45 days",YouTube,0.02,"$18,208.00",4.82,Houston,German,936,5721,6,Tech Enthusiasts,2021-09-01
975,Alpha Innovations,Influencer,Men 25-34,"60 days",Email,0.1,"$12,124.00",6.24,Los Angeles,Spanish,188,5099,9,Foodies,2021-09-02
976,Alpha Innovations,Email,Men 25-34,"45 days",Instagram,0.11,"$10,237.00",7.71,Houston,Mandarin,436,9191,10,Fashionistas,2021-09-03
977,Innovate Industries,Search,Men 18-24,"45 days",Email,0.04,"$17,993.00",5.93,Chicago,English,230,6367,6,Fashionistas,2021-09-04
978,Alpha Innovations,Influencer,Men 18-24,"30 days",Facebook,0.08,"$11,835.00",4.1,Miami,German,275,2369,8,Fashionistas,2021-09-05
979,Innovate Industries,Display,Women 35-44,"45 days",Instagram,0.09,"$12,406.00",4.42,Chicago,Spanish,508,9319,6,Tech Enthusiasts,2021-09-06
980,Innovate Industries,Influencer,All Ages,"30 days",Facebook,0.05,"$7,650.00",7.29,Miami,German,417,7416,4,Fashionistas,2021-09-07
981,Innovate Industries,Influencer,Women 35-44,"30 days",Facebook,0.13,"$12,966.00",5.72,New York,German,645,4626,9,Fashionistas,2021-09-08
982,DataTech Solutions,Social Media,Women 35-44,"15 days",Facebook,0.08,"$8,540.00",7.02,Houston,Spanish,893,6718,9,Tech Enthusiasts,2021-09-09
983,DataTech Solutions,Display,Men 25-34,"30 days",Google Ads,0.13,"$8,376.00",2.56,New York,Mandarin,667,2519,9,Foodies,2021-09-10
984,Alpha Innovations,Social Media,Women 35-44,"45 days",Instagram,0.09,"$9,449.00",2.83,Houston,French,271,2500,9,Health & Wellness,2021-09-11
985,DataTech Solutions,Search,Men 25-34,"30 days",Instagram,0.09,"$16,313.00",7.6,Houston,English,218,7104,5,Outdoor Adventurers,2021-09-12
986,DataTech Solutions,Social Media,All Ages,"45 days",Email,0.06,"$5,879.00",2.08,Miami,English,744,9472,5,Tech Enthusiasts,2021-09-13
987,Innovate Industries,Email,Men 25-34,"30 days",Google Ads,0.14,"$19,480.00",4.3,Houston,English,346,2067,2,Outdoor Adventurers,2021-09-14
988,DataTech Solutions,Display,Men 18-24,"30 days",Google Ads,0.12,"$7,057.00",6.29,Miami,Mandarin,423,3670,6,Tech Enthusiasts,2021-09-15
989,Alpha Innovations,Search,Men 18-24,"45 days",Email,0.05,"$11,252.00",3.06,Miami,Spanish,254,7896,4,Health & Wellness,2021-09-16
990,NexGen Systems,Search,Men 25-34,"45 days",Email,0.15,"$5,524.00",6.85,Chicago,German,769,2472,5,Foodies,2021-09-17
991,Alpha Innovations,Social Media,Women 35-44,"60 days",Website,0.14,"$7,286.00",7.88,New York,Mandarin,813,6052,10,Tech Enthusiasts,2021-09-18
992,Alpha Innovations,Search,Women 35-44,"45 days",Email,0.04,"$5,825.00",7.61,Los Angeles,Mandarin,270,7351,3,Outdoor Adventurers,2021-09-19
993,Innovate Industries,Email,Women 35-44,"15 days",Instagram,0.06,"$18,805.00",2.96,Chicago,Mandarin,805,9184,4,Foodies,2021-09-20
994,TechCorp,Influencer,Men 25-34,"15 days",YouTube,0.13,"$11,366.00",7.68,Chicago,English,348,9167,1,Foodies,2021-09-21
995,TechCorp,Email,Women 25-34,"30 days",YouTube,0.12,"$13,546.00",2.66,Chicago,French,649,5014,4,Outdoor Adventurers,2021-09-22
996,TechCorp,Email,All Ages,"15 days",Instagram,0.04,"$15,454.00",4.93,Miami,German,217,4205,1,Health & Wellness,2021-09-23
997,TechCorp,Influencer,Men 25-34,"60 days",YouTube,0.06,"$7,306.00",5.07,Chicago,English,898,2677,6,Outdoor Adventurers,2021-09-24
998,Innovate Industries,Influencer,Men 18-24,"60 days",YouTube,0.15,"$19,289.00",2.96,New York,Mandarin,584,8542,5,Foodies,2021-09-25
999,Innovate Industries,Display,Men 25-34,"15 days",YouTube,0.15,"$14,377.00",7.86,Chicago,Spanish,327,8692,8,Health & Wellness,2021-09-26
1000,DataTech Solutions,Search,Women 35-44,"30 days",Google Ads,0.04,"$5,256.00",5.38,Chicago,German,795,3850,8,Outdoor Adventurers,2021-09-27
